Time,Currency,Impact,Event,Actual,Previous,EffectDay,Effect60,Effect30
9/16/2020 16:00,EUR,Low,Trade Balance,20.3B,16.0B,-73,17,13
9/16/2020 19:30,USD,High,Core Retail Sales m/m,0.70%,1.30%,-73,-30,-30
9/16/2020 19:30,USD,Medium,Retail Sales m/m,0.60%,0.90%,-73,-30,-30
9/16/2020 21:00,USD,Low,Business Inventories m/m,0.10%,-1.10%,-73,-40,-39
9/16/2020 21:00,USD,Low,NAHB Housing Market Index,83,78,-73,-40,-39
9/16/2020 21:30,USD,Medium,Crude Oil Inventories,-4.4M,2.0M,-73,37,21
9/17/2020 1:00,USD,Medium,Federal Funds Rate,<0.25%,<0.25%,-117,-67,-48
9/17/2020 3:00,USD,Low,TIC Long-Term Purchases,10.8B,113.0B,-117,19,8
9/17/2020 15:00,EUR,Low,Italian Trade Balance,9.69B,6.23B,-117,21,18
9/17/2020 16:00,EUR,Low,Final CPI y/y,-0.20%,-0.20%,-117,-25,-25
9/17/2020 16:00,EUR,Low,Final Core CPI y/y,0.40%,0.40%,-117,-25,-25
9/17/2020 19:30,USD,Medium,Philly Fed Manufacturing Index,15,17.2,-117,19,19
9/17/2020 19:30,USD,Medium,Unemployment Claims,860K,893K,-117,19,19
9/17/2020 19:30,USD,Low,Building Permits,1.47M,1.48M,-117,19,19
9/17/2020 19:30,USD,Low,Housing Starts,1.42M,1.49M,-117,19,19
9/17/2020 21:30,USD,Low,Natural Gas Storage,89B,70B,-117,22,16
9/18/2020 13:00,EUR,Low,German PPI m/m,0.00%,0.20%,49,19,-9
9/18/2020 15:00,EUR,Low,Current Account,16.6B,20.7B,49,21,15
9/18/2020 19:30,USD,Low,Current Account,-171B,-112B,49,16,10
9/18/2020 21:00,USD,Medium,CB Leading Index m/m,1.20%,2.00%,49,44,25
9/18/2020 21:00,USD,Medium,Prelim UoM Consumer Sentiment,78.9,74.1,49,44,25
9/22/2020 20:44,EUR,Low,Consumer Confidence,-14,-15,-83,-35,-22
9/22/2020 20:59,USD,Low,Richmond Manufacturing Index,21,18,-83,-33,10
9/22/2020 21:00,USD,Low,Existing Home Sales,6.00M,5.86M,-83,-34,10
9/23/2020 12:59,EUR,Low,German GfK Consumer Climate,-1.6,-1.7,-55,21,-18
9/23/2020 14:15,EUR,High,French Flash Services PMI,47.5,51.5,-55,25,25
9/23/2020 14:15,EUR,Medium,French Flash Manufacturing PMI,50.9,49.8,-55,25,25
9/23/2020 14:30,EUR,High,German Flash Manufacturing PMI,56.6,52.2,-55,-18,15
9/23/2020 14:30,EUR,High,German Flash Services PMI,49.1,52.5,-55,-18,15
9/23/2020 15:00,EUR,Medium,Flash Manufacturing PMI,53.7,51.7,-55,23,-15
9/23/2020 15:00,EUR,Medium,Flash Services PMI,47.6,50.5,-55,23,-15
9/23/2020 20:00,USD,Low,HPI m/m,1.00%,1.00%,-55,-25,-17
9/23/2020 20:45,USD,High,Flash Manufacturing PMI,53.5,53.1,-55,-30,-20
9/23/2020 20:45,USD,Medium,Flash Services PMI,54.6,55,-55,-30,-20
9/23/2020 21:30,USD,Medium,Crude Oil Inventories,-1.6M,-4.4M,-55,24,11
9/24/2020 15:00,EUR,Low,German ifo Business Climate,93.4,92.5,-58,-19,-19
9/24/2020 19:30,USD,Medium,Unemployment Claims,870K,866K,-58,23,-19
9/24/2020 19:57,EUR,Low,Belgian NBB Business Climate,-10.8,-12,-58,-21,15
9/24/2020 21:00,USD,Low,New Home Sales,1011K,965K,-58,22,22
9/24/2020 21:30,USD,Low,Natural Gas Storage,66B,89B,-58,16,-12
9/25/2020 15:00,EUR,Low,M3 Money Supply y/y,9.50%,10.10%,-74,-27,-25
9/25/2020 15:00,EUR,Low,Private Loans y/y,3.00%,3.00%,-74,-27,-25
9/25/2020 19:30,USD,Medium,Core Durable Goods Orders m/m,0.40%,2.60%,-74,-18,13
9/25/2020 19:30,USD,Medium,Durable Goods Orders m/m,0.40%,11.40%,-74,-18,13
9/29/2020 6:50,EUR,Low,German Prelim CPI m/m,-0.20%,-0.10%,90,10,10
9/29/2020 14:00,EUR,Low,Spanish Flash CPI y/y,-0.40%,-0.50%,90,-17,-17
9/29/2020 19:30,USD,Low,Goods Trade Balance,-82.9B,-80.1B,90,-16,-16
9/29/2020 19:30,USD,Low,Prelim Wholesale Inventories m/m,0.50%,-0.30%,90,-16,-16
9/29/2020 20:00,USD,Low,S&P/CS Composite-20 HPI y/y,3.90%,3.50%,90,33,12
9/29/2020 21:00,USD,Medium,CB Consumer Confidence,101.8,86.3,90,22,22
9/30/2020 12:59,EUR,Low,German Import Prices m/m,0.10%,0.30%,-70,13,-10
9/30/2020 12:59,EUR,Low,German Retail Sales m/m,3.10%,-0.20%,-70,13,-10
9/30/2020 13:45,EUR,Low,French Consumer Spending m/m,2.30%,-0.90%,-70,-22,17
9/30/2020 13:45,EUR,Low,French Prelim CPI m/m,-0.50%,-0.10%,-70,-22,17
9/30/2020 14:55,EUR,Low,German Unemployment Change,-8K,-9K,-70,-31,-15
9/30/2020 16:00,EUR,Low,Italian Prelim CPI m/m,-0.60%,0.30%,-70,-17,-17
9/30/2020 19:15,USD,Medium,ADP Non-Farm Employment Change,749K,481K,-70,-17,11
9/30/2020 19:20,USD,Medium,Chicago PMI,62.4,51.2,-70,-17,12
9/30/2020 19:30,USD,Medium,Final GDP q/q,-31.40%,-31.70%,-70,-17,12
9/30/2020 19:30,USD,Low,Final GDP Price Index q/q,-1.80%,-2.00%,-70,-17,12
9/30/2020 21:00,USD,Medium,Pending Home Sales m/m,8.80%,5.90%,-70,46,37
9/30/2020 21:30,USD,Low,Crude Oil Inventories,-2.0M,-1.6M,-70,34,-23
10/1/2020 14:15,EUR,Low,Spanish Manufacturing PMI,50.8,49.9,60,-26,-26
10/1/2020 14:45,EUR,Low,Italian Manufacturing PMI,53.2,53.1,60,-21,19
10/1/2020 14:50,EUR,Low,French Final Manufacturing PMI,51.2,50.9,60,-21,13
10/1/2020 14:55,EUR,Low,German Final Manufacturing PMI,56.4,56.6,60,-21,12
10/1/2020 15:00,EUR,Low,Final Manufacturing PMI,53.7,53.7,60,-21,11
10/1/2020 15:00,EUR,Low,Italian Monthly Unemployment Rate,9.70%,9.80%,60,-21,11
10/1/2020 16:00,EUR,Low,PPI m/m,0.10%,0.70%,60,26,11
10/1/2020 16:00,EUR,Low,Unemployment Rate,8.10%,8.00%,60,26,11
10/1/2020 19:30,USD,Medium,Core PCE Price Index m/m,0.30%,0.40%,60,-32,-14
10/1/2020 19:30,USD,Medium,Personal Spending m/m,1.00%,1.50%,60,-32,-14
10/1/2020 19:30,USD,Medium,Unemployment Claims,837K,873K,60,-32,-14
10/1/2020 19:30,USD,Low,Personal Income m/m,-2.70%,0.50%,60,-32,-14
10/1/2020 20:45,USD,Low,Final Manufacturing PMI,53.2,53.5,60,-25,-16
10/1/2020 21:00,USD,High,ISM Manufacturing PMI,55.4,56,60,25,-24
10/1/2020 21:00,USD,Low,Construction Spending m/m,1.40%,0.70%,60,25,-24
10/1/2020 21:00,USD,Low,ISM Manufacturing Prices,62.8,59.5,60,25,-24
10/1/2020 21:00,USD,Low,Wards Total Vehicle Sales,16.3M,15.2M,60,25,-24
10/1/2020 21:30,USD,Low,Natural Gas Storage,76B,66B,60,25,23
10/2/2020 14:00,EUR,Medium,Spanish Unemployment Change,-26.3K,29.8K,-55,-26,-21
10/2/2020 16:00,EUR,Low,CPI Flash Estimate y/y,-0.30%,-0.20%,-55,17,-10
10/2/2020 16:00,EUR,Low,Core CPI Flash Estimate y/y,0.20%,0.40%,-55,17,-10
10/2/2020 19:30,USD,High,Average Hourly Earnings m/m,0.10%,0.30%,-55,-35,-35
10/2/2020 19:30,USD,High,Non-Farm Employment Change,661K,1489K,-55,-35,-35
10/2/2020 19:30,USD,High,Unemployment Rate,7.90%,8.40%,-55,-35,-35
10/2/2020 21:00,USD,Medium,Revised UoM Consumer Sentiment,80.4,78.9,-55,-20,-20
10/2/2020 21:00,USD,Low,Factory Orders m/m,0.70%,6.50%,-55,-20,-20
10/5/2020 14:15,EUR,Low,Spanish Services PMI,42.4,47.7,92,18,9
10/5/2020 14:45,EUR,Low,Italian Services PMI,48.8,47.1,92,16,11
10/5/2020 14:50,EUR,Low,French Final Services PMI,47.5,47.5,92,16,15
10/5/2020 14:55,EUR,Low,German Final Services PMI,50.6,49.1,92,15,14
10/5/2020 15:00,EUR,Low,Final Services PMI,48,47.6,92,17,13
10/5/2020 15:30,EUR,Low,Sentix Investor Confidence,-8.3,-8,92,16,12
10/5/2020 16:00,EUR,Low,Retail Sales m/m,4.40%,-1.80%,92,12,7
10/5/2020 20:45,USD,Low,Final Services PMI,54.6,54.6,92,-18,17
10/5/2020 21:00,USD,High,ISM Services PMI,57.8,56.9,92,-18,-15
10/6/2020 13:00,EUR,Low,German Factory Orders m/m,4.50%,3.30%,42,-12,-9
10/6/2020 19:30,USD,Low,Trade Balance,-67.1B,-63.4B,42,-16,-16
10/6/2020 20:59,USD,Low,IBD/TIPP Economic Optimism,55.2,45,42,15,10
10/6/2020 21:00,USD,Low,JOLTS Job Openings,6.49M,6.70M,42,15,10
10/7/2020 12:55,EUR,Low,German Industrial Production m/m,-0.20%,1.40%,-65,20,8
10/7/2020 13:45,EUR,Low,French Trade Balance,-7.7B,-7.0B,-65,12,11
10/7/2020 15:00,EUR,Low,Italian Retail Sales m/m,8.20%,-6.00%,-65,-17,-17
10/7/2020 21:30,USD,Low,Crude Oil Inventories,0.5M,-2.0M,-65,15,-10
10/8/2020 02:00,USD,Low,Consumer Credit m/m,-7.2B,14.7B,-49,-9,-6
10/8/2020 12:59,EUR,Low,German Trade Balance,15.7B,18.0B,-49,11,-10
10/8/2020 19:30,USD,Medium,Unemployment Claims,840K,849K,-49,-33,-12
10/8/2020 21:30,USD,Low,Natural Gas Storage,75B,76B,-49,20,17
10/9/2020 13:45,EUR,Low,French Industrial Production m/m,1.30%,3.80%,76,12,12
10/9/2020 15:00,EUR,Low,Italian Industrial Production m/m,7.70%,7.00%,76,27,20
10/9/2020 21:00,USD,Low,Final Wholesale Inventories m/m,0.40%,0.50%,76,19,10
10/12/2020 12:59,EUR,Low,German WPI m/m,0.00%,-0.40%,-40,-12,-12
10/13/2020 12:59,EUR,Low,German Final CPI m/m,-0.20%,-0.20%,-84,-10,7
10/13/2020 16:00,EUR,Low,ZEW Economic Sentiment,52.3,73.9,-84,11,11
10/13/2020 16:00,EUR,Low,German ZEW Economic Sentiment,56.1,77.4,-84,11,11
10/13/2020 17:00,USD,Low,NFIB Small Business Index,104,100.2,-84,6,-6
10/13/2020 19:30,USD,Medium,CPI m/m,0.20%,0.40%,-84,-34,-9
10/13/2020 19:30,USD,Medium,Core CPI m/m,0.20%,0.40%,-84,-34,-9
10/14/2020 16:00,EUR,Low,Industrial Production m/m,0.70%,5.00%,51,-26,-22
10/14/2020 19:30,USD,Medium,Core PPI m/m,0.40%,0.40%,51,-14,13
10/14/2020 19:30,USD,Medium,PPI m/m,0.40%,0.30%,51,-14,13
10/15/2020 13:45,EUR,Low,French Final CPI m/m,-0.50%,-0.50%,-69,-12,-9
10/15/2020 19:30,USD,Medium,Philly Fed Manufacturing Index,32.3,15,-69,-23,-14
10/15/2020 19:30,USD,Medium,Unemployment Claims,898K,845K,-69,-23,-14
10/15/2020 19:30,USD,Low,Empire State Manufacturing Index,10.5,17,-69,-23,-14
10/15/2020 19:30,USD,Low,Import Prices m/m,0.30%,0.90%,-69,-23,-14
10/15/2020 21:30,USD,Low,Natural Gas Storage,46B,75B,-69,14,14
10/15/2020 22:00,USD,Low,Crude Oil Inventories,-3.8M,0.5M,-69,14,10
10/16/2020 16:00,EUR,Low,Final CPI y/y,-0.30%,-0.30%,53,12,10
10/16/2020 16:00,EUR,Low,Final Core CPI y/y,0.20%,0.20%,53,12,10
10/16/2020 16:00,EUR,Low,Trade Balance,21.9B,19.3B,53,12,10
10/16/2020 16:02,EUR,Low,Italian Trade Balance,3.93B,9.69B,53,12,11
10/16/2020 19:30,USD,High,Core Retail Sales m/m,1.50%,0.50%,53,-19,-13
10/16/2020 19:30,USD,High,Retail Sales m/m,1.90%,0.60%,53,-19,-13
10/16/2020 20:15,USD,Low,Capacity Utilization Rate,71.50%,72.00%,53,-14,-12
10/16/2020 20:15,USD,Low,Industrial Production m/m,-0.60%,0.40%,53,-14,-12
10/16/2020 21:00,USD,Medium,Prelim UoM Consumer Sentiment,81.2,80.4,53,-22,-12
10/16/2020 21:00,USD,Low,Business Inventories m/m,0.30%,0.10%,53,-22,-12
10/17/2020 1:00,USD,Low,Federal Budget Balance,-124.6B,-200.1B,-10,7,7
10/17/2020 3:00,USD,Low,TIC Long-Term Purchases,27.8B,11.3B,-10,-6,-5
10/19/2020 21:00,USD,Low,NAHB Housing Market Index,85,83,90,21,21
10/20/2020 13:00,EUR,Low,German PPI m/m,0.40%,0.00%,81,-12,-8
10/20/2020 15:00,EUR,Low,Current Account,19.9B,17.0B,81,23,16
10/20/2020 19:30,USD,Low,Building Permits,1.55M,1.48M,81,10,10
10/20/2020 19:30,USD,Low,Housing Starts,1.42M,1.39M,81,10,10
10/21/2020 21:30,USD,Low,Crude Oil Inventories,-1.0M,-3.8M,64,-15,10
10/22/2020 13:00,EUR,Low,German GfK Consumer Climate,-3.1,-1.7,-65,-12,8
10/22/2020 19:30,USD,Medium,Unemployment Claims,787K,842K,-65,25,18
10/22/2020 20:52,EUR,Low,Consumer Confidence,-16,-14,-65,-13,-10
10/22/2020 21:00,USD,Medium,CB Leading Index m/m,0.70%,1.40%,-65,16,9
10/22/2020 21:00,USD,Low,Existing Home Sales,6.54M,5.98M,-65,16,9
10/22/2020 21:30,USD,Low,Natural Gas Storage,49B,46B,-65,18,16
10/23/2020 14:15,EUR,High,French Flash Services PMI,46.5,47.5,73,40,28
10/23/2020 14:15,EUR,Medium,French Flash Manufacturing PMI,51,51.2,73,40,28
10/23/2020 14:30,EUR,High,German Flash Manufacturing PMI,58,56.4,73,42,26
10/23/2020 14:30,EUR,High,German Flash Services PMI,48.9,50.6,73,42,26
10/23/2020 15:00,EUR,Medium,Flash Manufacturing PMI,54.4,53.7,73,19,19
10/23/2020 15:00,EUR,Medium,Flash Services PMI,46.2,48,73,19,19
10/23/2020 19:59,EUR,Low,Belgian NBB Business Climate,-8.5,-10.8,73,-17,-9
10/23/2020 20:45,USD,Medium,Flash Manufacturing PMI,53.3,53.2,73,-18,-18
10/23/2020 20:45,USD,Low,Flash Services PMI,56,54.6,73,-18,-18
10/26/2020 16:00,EUR,Low,German ifo Business Climate,92.7,93.2,-55,-15,-14
10/26/2020 21:00,USD,Medium,New Home Sales,959K,994K,-55,-11,-9
10/27/2020 15:00,EUR,Low,Spanish Unemployment Rate,16.30%,15.30%,43,-27,-27
10/27/2020 16:00,EUR,Low,M3 Money Supply y/y,10.40%,9.50%,43,16,13
10/27/2020 16:00,EUR,Low,Private Loans y/y,3.10%,3.00%,43,16,13
10/27/2020 19:30,USD,Medium,Core Durable Goods Orders m/m,0.80%,0.60%,43,13,-6
10/27/2020 19:30,USD,Medium,Durable Goods Orders m/m,1.90%,0.50%,43,13,-6
10/27/2020 20:00,USD,Low,HPI m/m,1.50%,1.10%,43,-13,12
10/27/2020 20:00,USD,Low,S&P/CS Composite-20 HPI y/y,5.20%,4.10%,43,-13,12
10/27/2020 20:59,USD,Low,Richmond Manufacturing Index,29,21,43,-19,-15
10/27/2020 21:00,USD,Medium,CB Consumer Confidence,100.9,101.3,43,-19,-16
10/28/2020 14:00,EUR,Low,German Import Prices m/m,0.30%,0.10%,-112,10,10
10/28/2020 19:30,USD,Low,Goods Trade Balance,-79.4B,-83.1B,-112,15,10
10/28/2020 19:30,USD,Low,Prelim Wholesale Inventories m/m,-0.10%,0.40%,-112,15,10
10/28/2020 21:30,USD,Low,Crude Oil Inventories,4.3M,-1.0M,-112,23,-16
10/29/2020 13:30,EUR,Low,German Prelim CPI m/m,0.10%,-0.20%,-104,-15,-4
10/29/2020 15:00,EUR,Low,Spanish Flash CPI y/y,-0.90%,-0.40%,-104,-15,-15
10/29/2020 15:55,EUR,Low,German Unemployment Change,-35K,-10K,-104,-14,10
10/29/2020 19:30,USD,High,Advance GDP q/q,33.10%,-31.40%,-104,-26,-20
10/29/2020 19:30,USD,Medium,Unemployment Claims,751K,791K,-104,-26,-20
10/29/2020 19:32,USD,Medium,Advance GDP Price Index q/q,3.60%,-1.80%,-104,-26,-20
10/29/2020 19:45,EUR,High,Main Refinancing Rate,0.00%,0.00%,-104,-29,-26
10/29/2020 21:00,USD,Medium,Pending Home Sales m/m,-2.20%,8.80%,-104,-25,-25
10/29/2020 21:30,USD,Low,Natural Gas Storage,29B,49B,-104,-34,-19
10/30/2020 13:30,EUR,Low,French Consumer Spending m/m,-5.10%,2.20%,-62,-19,-8
10/30/2020 13:30,EUR,Low,French Flash GDP q/q,18.20%,-13.70%,-62,-19,-8
10/30/2020 14:00,EUR,Low,German Retail Sales m/m,-2.20%,1.80%,-62,18,-13
10/30/2020 14:45,EUR,Low,French Prelim CPI m/m,-0.10%,-0.50%,-62,-18,12
10/30/2020 15:00,EUR,Low,Spanish Flash GDP q/q,16.70%,-17.80%,-62,-23,-17
10/30/2020 15:00,EUR,Low,Italian Monthly Unemployment Rate,9.60%,9.70%,-62,-23,-17
10/30/2020 16:00,EUR,Medium,German Prelim GDP q/q,8.20%,-9.70%,-62,14,9
10/30/2020 16:00,EUR,Low,Italian Prelim GDP q/q,16.10%,-12.80%,-62,14,9
10/30/2020 16:58,EUR,Low,Italian Prelim CPI m/m,0.20%,-0.70%,-62,-11,-11
10/30/2020 17:00,EUR,Low,CPI Flash Estimate y/y,-0.30%,-0.30%,-62,-11,-11
10/30/2020 17:00,EUR,Low,Core CPI Flash Estimate y/y,0.20%,0.20%,-62,-11,-11
10/30/2020 17:00,EUR,Low,Prelim Flash GDP q/q,12.70%,-11.80%,-62,-11,-11
10/30/2020 17:00,EUR,Low,Unemployment Rate,8.30%,8.30%,-62,-11,-11
10/30/2020 19:30,USD,Medium,Core PCE Price Index m/m,0.20%,0.30%,-62,31,31
10/30/2020 19:30,USD,Medium,Personal Spending m/m,1.40%,1.00%,-62,31,31
10/30/2020 19:30,USD,Low,Employment Cost Index q/q,0.50%,0.50%,-62,31,31
10/30/2020 19:30,USD,Low,Personal Income m/m,0.90%,-2.50%,-62,31,31
10/30/2020 20:45,USD,Medium,Chicago PMI,61.1,62.4,-62,-14,-12
10/30/2020 21:00,USD,Medium,Revised UoM Consumer Sentiment,81.8,81.2,-62,-14,-13
11/2/2020 14:15,EUR,Low,Spanish Manufacturing PMI,52.5,50.8,33,-17,-12
11/2/2020 14:45,EUR,Low,Italian Manufacturing PMI,53.8,53.2,33,-18,-15
11/2/2020 14:50,EUR,Low,French Final Manufacturing PMI,51.3,51,33,-18,-15
11/2/2020 14:55,EUR,Low,German Final Manufacturing PMI,58.2,58,33,-17,-14
11/2/2020 15:00,EUR,Low,Final Manufacturing PMI,54.8,54.4,33,-14,11
11/2/2020 20:45,USD,Low,Final Manufacturing PMI,53.4,53.3,33,-14,-12
11/2/2020 21:00,USD,High,ISM Manufacturing PMI,59.3,55.4,33,-9,-9
11/2/2020 21:00,USD,Low,Construction Spending m/m,0.30%,0.80%,33,-9,-9
11/2/2020 21:00,USD,Low,ISM Manufacturing Prices,65.5,62.8,33,-9,-9
11/3/2020 21:00,USD,Low,Factory Orders m/m,1.10%,0.60%,117,20,16
11/3/2020 21:00,USD,Low,Wards Total Vehicle Sales,16.2M,16.3M,117,20,16
11/4/2020 14:00,EUR,Low,Spanish Unemployment Change,49.6K,-26.3K,-168,33,-20
11/4/2020 14:15,EUR,Low,Spanish Services PMI,41.4,42.4,-168,36,15
11/4/2020 14:45,EUR,Low,Italian Services PMI,46.7,48.8,-168,64,33
11/4/2020 14:50,EUR,Low,French Final Services PMI,46.5,46.5,-168,61,30
11/4/2020 14:55,EUR,Low,German Final Services PMI,49.5,48.9,-168,53,28
11/4/2020 15:00,EUR,Low,Final Services PMI,46.9,46.2,-168,41,24
11/4/2020 16:00,EUR,Low,PPI m/m,0.30%,0.10%,-168,26,15
11/4/2020 19:15,USD,Medium,ADP Non-Farm Employment Change,365K,753K,-168,-33,-32
11/4/2020 19:30,USD,Low,Trade Balance,-63.9B,-67.0B,-168,-33,-32
11/4/2020 20:45,USD,Low,Final Services PMI,56.9,56,-168,-38,-14
11/4/2020 21:00,USD,High,ISM Services PMI,56.6,57.8,-168,-36,-26
11/4/2020 21:30,USD,Low,Crude Oil Inventories,-8.0M,4.3M,-168,39,30
11/5/2020 13:00,EUR,Low,German Factory Orders m/m,0.50%,4.90%,149,-8,7
11/5/2020 16:00,EUR,Low,Retail Sales m/m,-2.00%,4.20%,149,47,22
11/5/2020 19:30,USD,Medium,Unemployment Claims,751K,758K,149,32,19
11/5/2020 19:30,USD,Low,Prelim Nonfarm Productivity q/q,4.90%,10.10%,149,32,19
11/5/2020 19:32,USD,Low,Prelim Unit Labor Costs q/q,-8.90%,9.00%,149,31,18
11/5/2020 21:30,USD,Low,Natural Gas Storage,-36B,29B,149,-37,-14
11/6/2020 01:00,USD,Medium,Federal Funds Rate,<0.25%,<0.25%,100,21,-17
11/6/2020 13:00,EUR,Low,German Industrial Production m/m,1.60%,0.50%,100,18,11
11/6/2020 13:45,EUR,Low,French Prelim Private Payrolls q/q,1.80%,-0.80%,100,13,8
11/6/2020 13:45,EUR,Low,French Trade Balance,-5.7B,-7.7B,100,13,8
11/6/2020 15:00,EUR,Low,Italian Retail Sales m/m,-0.80%,8.20%,100,20,-17
11/6/2020 19:30,USD,High,Average Hourly Earnings m/m,0.10%,0.00%,100,20,16
11/6/2020 19:30,USD,High,Non-Farm Employment Change,638K,672K,100,20,16
11/6/2020 19:30,USD,High,Unemployment Rate,6.90%,7.90%,100,20,16
11/6/2020 21:00,USD,Low,Final Wholesale Inventories m/m,0.40%,-0.10%,100,-40,-33
11/7/2020 02:00,USD,Low,Consumer Credit m/m,16.2B,-6.9B,-19,6,6
11/9/2020 13:00,EUR,Low,German Trade Balance,17.8B,15.4B,-125,13,12
11/9/2020 15:30,EUR,Low,Sentix Investor Confidence,-10,-8.3,-125,-21,-21
11/10/2020 13:45,EUR,Low,French Industrial Production m/m,1.40%,1.10%,-63,-15,12
11/10/2020 15:00,EUR,Low,Italian Industrial Production m/m,-5.60%,7.40%,-63,27,23
11/10/2020 16:00,EUR,Low,ZEW Economic Sentiment,32.8,52.3,-63,-40,-10
11/10/2020 16:00,EUR,Low,German ZEW Economic Sentiment,39,56.1,-63,-40,-10
11/10/2020 17:00,USD,Low,NFIB Small Business Index,104,104,-63,-30,-19
11/10/2020 21:00,USD,Low,JOLTS Job Openings,6.44M,6.35M,-63,-25,24
11/10/2020 21:02,USD,Low,IBD/TIPP Economic Optimism,50,55.2,-63,-25,24
11/12/2020 13:00,EUR,Low,German Final CPI m/m,0.10%,0.10%,64,-16,-12
11/12/2020 16:00,EUR,Low,Industrial Production m/m,-0.40%,0.60%,64,28,15
11/12/2020 19:30,USD,Medium,CPI m/m,0.00%,0.20%,64,-18,-16
11/12/2020 19:30,USD,Medium,Core CPI m/m,0.00%,0.20%,64,-18,-16
11/12/2020 19:30,USD,Medium,Unemployment Claims,709K,757K,64,-18,-16
11/12/2020 22:00,USD,Low,Crude Oil Inventories,4.3M,-8.0M,64,23,17
11/13/2020 1:00,USD,Low,Federal Budget Balance,-284.1B,-124.6B,38,14,8
11/13/2020 13:00,EUR,Low,German WPI m/m,-0.20%,0.00%,38,6,-6
11/13/2020 13:45,EUR,Low,French Final CPI m/m,0.00%,-0.10%,38,13,-8
11/13/2020 16:00,EUR,Low,Flash Employment Change q/q,0.90%,-2.90%,38,20,-7
11/13/2020 16:00,EUR,Low,Flash GDP q/q,12.60%,12.70%,38,20,-7
11/13/2020 16:00,EUR,Low,Trade Balance,24.0B,21.0B,38,20,-7
11/13/2020 19:30,USD,Medium,Core PPI m/m,0.10%,0.40%,38,-8,6
11/13/2020 19:30,USD,Medium,PPI m/m,0.30%,0.40%,38,-8,6
11/13/2020 21:00,USD,Medium,Prelim UoM Consumer Sentiment,77,81.8,38,-12,-11
11/13/2020 21:30,USD,Low,Natural Gas Storage,8B,-36B,38,18,12
11/16/2020 19:30,USD,Low,Empire State Manufacturing Index,6.3,10.5,-54,-28,-16
11/17/2020 15:02,EUR,Low,Italian Trade Balance,5.85B,3.93B,57,28,18
11/17/2020 19:30,USD,High,Core Retail Sales m/m,0.20%,1.20%,57,19,14
11/17/2020 19:30,USD,High,Retail Sales m/m,0.30%,1.60%,57,19,14
11/17/2020 19:30,USD,Low,Import Prices m/m,-0.10%,0.20%,57,19,14
11/17/2020 20:15,USD,Low,Capacity Utilization Rate,72.80%,72.00%,57,21,15
11/17/2020 20:15,USD,Low,Industrial Production m/m,1.10%,-0.40%,57,21,15
11/17/2020 21:00,USD,Low,Business Inventories m/m,0.70%,0.30%,57,-19,-13
11/17/2020 21:00,USD,Low,NAHB Housing Market Index,90,85,57,-19,-13
11/18/2020 3:00,USD,Low,TIC Long-Term Purchases,108.9B,27.8B,40,5,-3
11/18/2020 16:00,EUR,Low,Final CPI y/y,-0.30%,-0.30%,40,13,13
11/18/2020 16:00,EUR,Low,Final Core CPI y/y,0.20%,0.20%,40,13,13
11/18/2020 19:30,USD,Low,Building Permits,1.55M,1.55M,40,-13,-9
11/18/2020 19:30,USD,Low,Housing Starts,1.53M,1.46M,40,-13,-9
11/18/2020 21:30,USD,Low,Crude Oil Inventories,0.8M,4.3M,40,-9,-9
11/19/2020 15:00,EUR,Low,Current Account,25.2B,20.9B,-56,-28,-15
11/19/2020 19:30,USD,Medium,Philly Fed Manufacturing Index,26.3,32.3,-56,-13,9
11/19/2020 19:30,USD,Medium,Unemployment Claims,742K,711K,-56,-13,9
11/19/2020 21:00,USD,Medium,CB Leading Index m/m,0.70%,0.70%,-56,15,-8
11/19/2020 21:00,USD,Low,Existing Home Sales,6.85M,6.57M,-56,15,-8
11/19/2020 21:30,USD,Low,Natural Gas Storage,31B,8B,-56,17,15
11/20/2020 13:00,EUR,Low,German PPI m/m,0.10%,0.40%,50,8,7
11/20/2020 20:50,EUR,Low,Consumer Confidence,-18,-16,50,11,8
11/23/2020 14:15,EUR,High,French Flash Services PMI,38,46.5,-106,-11,-10
11/23/2020 14:15,EUR,Medium,French Flash Manufacturing PMI,49.1,51.3,-106,-11,-10
11/23/2020 14:30,EUR,High,German Flash Manufacturing PMI,57.9,58.2,-106,-13,-9
11/23/2020 14:30,EUR,High,German Flash Services PMI,46.2,49.5,-106,-13,-9
11/23/2020 15:00,EUR,Medium,Flash Manufacturing PMI,53.6,54.8,-106,-13,-12
11/23/2020 15:00,EUR,Medium,Flash Services PMI,41.3,46.9,-106,-13,-12
11/23/2020 20:45,USD,Medium,Flash Manufacturing PMI,56.7,53.4,-106,-9,7
11/23/2020 20:45,USD,Low,Flash Services PMI,57.7,56.9,-106,-9,7
11/24/2020 13:00,EUR,Low,German Final GDP q/q,8.50%,8.20%,69,7,7
11/24/2020 15:00,EUR,Low,German ifo Business Climate,90.7,92.5,69,31,29
11/24/2020 19:52,EUR,Low,Belgian NBB Business Climate,-12.1,-8.5,69,14,11
11/24/2020 20:00,USD,Low,HPI m/m,1.70%,1.50%,69,-25,10
11/24/2020 20:00,USD,Low,S&P/CS Composite-20 HPI y/y,6.60%,5.30%,69,-25,10
11/24/2020 20:59,USD,Low,Richmond Manufacturing Index,15,29,69,25,-17
11/24/2020 21:00,USD,Medium,CB Consumer Confidence,96.1,101.4,69,26,-17
11/25/2020 19:30,USD,Medium,Prelim GDP q/q,33.10%,33.10%,64,22,12
